GeneID	D3_Insulin_10min_rpkm	KK12_Insulin_20min_rpkm	D3_Insulin_40min_rpkm	D3_Insulin_80min_rpkm	KK11_Insulin_300min_rpkm
WASH7P	0.534781748414532	-0.229290480244377	0.189189511309353	-0.274922685667043	-0.0122708339563682
FO538757.2	0.550781002178697	-0.343670074205951	-0.0374739901139303	-0.222791500116709	0.0680907070744938
MTND2P28	-0.0570814888285733	0.0523456417476078	-0.164896581455784	0.205833722289229	-0.0384899852952394
MIR6723	-0.110971868927626	-0.035229164547915	0.0321407202301387	0.00492715106303354	-0.117834472578944
MTATP6P1	-0.00939694425408799	-0.119245326308904	-0.0942580772296564	0.0393755207945086	0.0215012548173057
LINC01128	0.00246115138342007	0.0886826346451994	-0.0628312253555743	-0.0963127807669049	-0.0928351237493348
LINC00115	0.148845241211613	-0.0969858310249889	0.320025700896371	-0.724805761300403	-0.466289247783372
SAMD11	0.133346822373151	-0.264959362930549	-0.230669272987447	-0.131610183878874	0.0284340410840116
NOC2L	0.087326164881949	-0.0340946791438328	-0.169126519591719	0.0879516379763126	0.0244638890422841
KLHL17	0.274123061446682	0.168180011047392	-0.263455734624577	-0.310710650062297	-0.12024860935528
PLEKHN1	0.192647041473698	0.197493602666936	-0.483137893773616	-0.333619798502028	-0.075119531493179
PERM1	0.0108303913867562	-0.0484321262786545	-0.442401297755166	0.00711183153875039	-0.24768061711663
RP11-54O7.17	0.198177720863547	-0.318336016900324	-0.481303705795653	-0.233508079077926	-0.0538143735882776
HES4	0.133620194529227	-0.325949328472567	-0.409480559484283	-0.690535458246517	-0.205761326076213
ISG15	-0.0636974389873801	-0.540784791575433	-0.0668211419529374	-0.171014788932484	0.0656410652832005
AGRN	0.142271231522463	0.178181644184729	-0.132534515980088	-0.425575309885553	-0.1138268836875
RP11-54O7.14	0.254477005374081	-0.070461752716124	-0.180519763713923	-0.812111101886725	-0.0478757642024554
RP11-465B22.3	-0.274215375750453	-0.167462454051124	-0.336130191695917	-0.237865275727696	-0.227874324034163
C1orf159	0.359957321633694	-0.127514112930392	-0.266882634621924	-0.186421170432294	-0.0311352720690647
SDF4	0.0980886908022316	-0.125424381053644	-0.0471268980567787	-0.187150233891625	-0.0811055547168484
B3GALT6	-0.0691661348172043	-0.172284815036836	0.0169872023686604	-0.189852483828489	-0.14723247396621
FAM132A	1.08979241915068	-0.498129608310895	-0.141075810263568	-0.974408053290097	0.00304894768627872
UBE2J2	-0.0210426922655336	-0.177947874418659	-0.0877568092426804	-0.0480011190319196	0.0514546399586138
SCNN1D	0.418737112233456	0.111802523079511	-0.381730186992102	-0.211471431509675	-0.530710226765194
ACAP3	0.359417477888409	0.0700866708917425	-0.202969120867263	-0.331944450069638	0.0611507964133648
PUSL1	0.214993763325229	-0.0815417080841838	-0.0541894239613266	-0.105286157161385	0.0638371518715537
CPSF3L	0.11960924162417	-0.130150258465077	-0.183008251886517	-0.132536942458091	-0.0708703366597967
RP5-890O3.9	0.380562632039261	-0.0480474184048478	-0.133644503620361	0.0384310831176733	-0.0103560195444237
CPTP	0.151827901440988	-0.0373480922005474	-0.12288206811354	-0.00689730035227498	-0.101039452342693
TAS1R3	0.383246265607866	-0.179536323755533	0.540302719359077	-0.425801691826879	-0.0111123228761105
DVL1	0.0468515488438619	0.0407566939506174	-0.202778500567446	-0.0260897269515681	-0.00175359401490871
MXRA8	-0.28124562813188	-0.173809246201128	0.367380889156897	0.0807709360338622	0.247879173236283
AURKAIP1	0.0594602428390636	-0.183009118819578	-0.161813230664686	-0.136537475928953	-0.0431770238564591
CCNL2	0.392775062243175	0.174187960005021	-0.215484652866784	-0.193477754988321	0.010174719870883
RP4-758J18.2	0.140833647188087	-0.168563126636846	-0.101513883679763	-0.409278447597087	0.0201522722098688
MRPL20	-0.00107326770805338	-0.206222697038165	-0.141504256991012	-0.0262588402546	0.0258781504780581
RP4-758J18.13	-0.00253155478178702	-0.713736636908577	-0.716022789501732	0.457059138639446	-0.0739233007080689
ANKRD65	0.260241238870864	-0.183549700173353	-0.113242401547451	-0.328222675681493	-0.296436883974364
VWA1	0.143569745360589	-0.194660878456265	-0.100483566662722	-0.299712980292808	-0.154558611803941
ATAD3C	-0.0513456925480495	-0.267198426590132	-0.181473760412049	-0.159155817136019	0.120163033544563
ATAD3B	0.156610703930787	-0.165788535132727	-0.261414032617536	-0.0197296578386112	0.0854998380938734
ATAD3A	0.107068556189605	0.00335799750024135	-0.203931098792607	-0.00302170062151585	-0.0322934443285319
TMEM240	0.102846511980248	-0.284564198868954	0.118774650266262	-0.176911182134934	-0.198410401196451
SSU72	0.108376596940079	-0.21646846897093	-0.0286525204964514	-0.00838948783120586	0.0797309016245356
RP5-832C2.5	-0.443786651497089	0.0734813824631804	0.464498121085112	0.106727059241544	-0.360169649122883
C1orf233	0.154141168892085	0.0768764938539632	-0.341954778660962	-0.0678110172346136	0.0025757605999619
RP11-345P4.9	0.0238391872922241	0.0288753205779589	-0.141060632814854	-0.384606016747302	-0.0917237780195746
MIB2	0.141042304337652	-0.0119005867790676	-0.208445509240793	-0.410913061341638	-0.0082688975310139
CDK11B	0.098928270459957	0.0625479930811093	-0.023778333223571	-0.069465972234743	-0.108148050124346
RP11-345P4.10	0.157342248178994	-1.06441583159291	0.162799193366946	-0.407984831399656	-0.430421202345423
SLC35E2B	0.227778142847836	0.0828582439893039	-0.00996232032349509	-0.28465295487117	-0.109377514611085
RP11-345P4.7	0.404481255089848	0.383312452230142	-0.338639990164862	-0.493774838749753	0.0863073484579799
CDK11A	0.109588527556026	-0.043249375984135	-0.135148782841706	-0.118604242671632	-0.0383598346366849
RP1-283E3.8	0.115224721338099	-0.081725934415773	-0.163986657036649	-0.188707182216406	-0.0700555670693734
RP1-283E3.4	0.20732812396498	-0.00315724944103735	0.117350387956024	-0.256630820448636	-0.258331363264604
SLC35E2	-0.0927825941469125	0.384670981314285	-0.0450998048927811	-0.249829723854549	-0.238690686156639
NADK	0.156615800636696	0.0172533496603831	-0.0793791098914518	-0.209068276903766	-0.0920210328990461
GNB1	0.056720232763011	0.023489384893935	-0.0590195348614255	-0.0886800819660811	-0.00784215577594871
PRKCZ	0.0202889448021586	-0.171637670468001	0.0342827568952613	-0.264102410754058	-0.502235013116379
C1orf86	0.0608781032857099	-0.213880677172873	-0.171446220350109	-0.336379367487726	-0.216387208233953
SKI	0.136668589373813	0.245184087409357	-0.102678519788422	-0.212904729902841	-0.0714990517180056
MORN1	0.274290470331412	0.135787594868637	-0.0592211494101567	-0.230471559531561	-0.232422471154259
RP4-740C4.5	0.681034188058099	0.318923943516161	0.35716155947159	0.0782626203784202	-1.05160052359461
RER1	0.0889235489133782	-0.191669184431018	-0.0663990762457964	-0.0891081116126196	-0.00759477249845952
PEX10	0.0862173650165086	-0.11931449886341	-0.111522912140569	-0.0462130305216439	-0.00468042747294906
PANK4	0.198024289203257	0.0049543620859569	-0.106830286450977	-0.0168448400411619	-0.0871653248046755
RP3-395M20.12	-0.178607233101011	-0.54895940607411	0.217320936926142	-0.212937109757994	-0.16310930481478
RP3-395M20.8	0.105364793617411	0.13887724213105	0.0490835691939346	-0.183355164660254	-0.103612017417349
TNFRSF14	0.217824034496408	-0.162826273282106	-0.0436441459267361	-0.335809390518168	-0.0444986581859987
FAM213B	0.0451171308415352	-0.080860444790261	-0.163521853472415	-0.025281106833615	0.0148705651033181
MMEL1	0.346600485036791	-0.113263154999241	-0.222635347671438	-0.0601083509521809	-0.228973509403324
ARHGEF16	-0.0280198398576506	0.13076554112953	-0.417124734846607	-0.479848351021428	-0.178051806710129
MEGF6	0.202862439077986	0.172538531242102	-0.176594914068478	-0.472598545357415	-0.34568016133467
TPRG1L	0.0778603622777707	-0.107779497803367	-0.0568456282822019	-0.00487479853944661	-0.0382815197996718
WRAP73	0.198235329676077	-0.108772305812755	-0.0769542662352106	-0.0933507653050552	-0.206550064284338
TP73	0.1685840874635	-0.123266714010853	-0.0959776540518025	-0.186516813727597	-0.375461376153127
TP73-AS1	0.115118859462433	0.0696193648881802	-0.121876209660478	-0.0346506061017685	-0.21316574213792
LRRC47	0.0707188733767654	0.0208106851444985	-0.163454310118525	-0.0964736536783555	0.0401774527289342
RP1-286D6.5	0.355314266283523	0.365584148364598	-0.334379228871471	0.121816119536539	0.0459280287417825
CEP104	0.0965234201033032	0.214837081578699	-0.147359763781891	-0.0563834815623085	-0.0270584591029638
DFFB	0.150487955850672	0.0948318840073765	-0.447370854513312	0.0426145412206884	0.0780384464072387
C1orf174	0.219172886565106	-0.0817679311585955	-0.049841429000735	0.0768455259825216	0.0148720127269062
LINC01134	0.310003614369362	-0.378285310638418	0.114868315930694	0.212795754541983	0.0179548672016319
NPHP4	0.350623109956613	0.19997345361868	-0.167961488559286	-0.0629279522757697	-0.0104958978672274
KCNAB2	0.0663537567335242	0.189198284318108	-0.121068573123076	-0.287564506605616	0.00605379658287708
RPL22	-0.0185251573367933	-0.111871462960914	-0.0154954127946296	0.173780439313548	-0.0087686757012353
RNF207	0.256101226857569	0.39150743871021	-0.211920307661066	-0.725714254200631	0.124172657083187
ICMT	0.00473614301389347	-0.0706927935779325	-0.0578477414828802	-0.0244178987185752	-0.00947730907565569
GPR153	0.271366855994563	-0.0727778871305518	-0.103961367558688	-0.133999250626904	0.268503937571136
ACOT7	0.0390038857732966	-0.16670079661767	-0.0797224767180356	-0.104245087469948	-0.136483887463516
RP1-202O8.3	-0.0923120041349375	-0.238986872829711	0.415511689494842	-0.418704655836289	0.0394941166064889
HES2	0.200872396946282	-0.217801268868576	-0.465135061170185	-0.194553084130914	0.0177546325437228
ESPN	0.354760353306832	-0.0785225745062141	0.0207671317248854	-0.293865788902988	-0.0567167974765415
TNFRSF25	0.531988737725944	0.140836386294575	-0.35795199783247	-0.214439757548179	0.0375262026881861
PLEKHG5	0.396924936607545	0.225062525469138	-0.20342597549827	-0.219552715836903	0.112662367791939
NOL9	0.159175968327735	0.0353752597501413	-0.155395196547843	0.0770736745988043	0.0107687754984518
ZBTB48	0.279261392769048	0.0100184386597884	-0.0420765316161699	-0.0682001431480846	-0.00147445339850272
KLHL21	0.199438592467081	0.103960917087677	-0.227194850306818	-0.0707368656792227	0.0380626900888665
PHF13	0.163450197014782	0.0243909297197167	0.083619727077817	-0.118180280152365	-0.0985506735432806
THAP3	0.127045353683421	-0.168544299294768	-0.114647039475927	-0.000189141318102548	0.0354404226893617
DNAJC11	0.0159579482724128	-0.0102000067706163	-0.156796721612122	0.0948517441770491	0.055118171478024
CAMTA1	0.0891083123623152	-0.118109200517167	-0.101965494869015	-0.0056027108900869	0.00449416383006362
VAMP3	0.108623296043309	-0.00546634152725378	-0.0532496341557049	-0.0279132518062957	-0.0299298283104577
PER3	0.117318828216519	0.397452547333761	-0.137650558112894	-0.123734636166605	0.221587026966284
RP3-467L1.4	0.268080376260446	0.306208531784077	-0.402431727790425	-0.910213704100689	0.258988237435017
UTS2	0.108560181638014	0.647541644376609	-0.0884920787554976	-0.0246794402533442	0.184117970503108
PARK7	0.020100067485525	-0.147827551231397	-0.0195163875481699	0.00218769743944591	-0.0271663691950241
ERRFI1	0.0127266471600151	-0.172857562397381	-0.239065091414701	-0.207508111193848	0.0305947692726436
SLC45A1	0.587727379697637	0.101644341876401	-0.0221568281930351	-0.362619829433712	-0.258805172623084
RERE	0.19568788059783	0.270375342802231	-0.0652575803506228	-0.236705905473247	-0.114997046770541
ENO1	0.0212262818834255	-0.0420218723397614	-0.0988819067621947	0.0327746598868641	-0.0262571379975238
ENO1-IT1	-0.000448317565223233	0.28389813308433	0.182467481074954	0.529492351484024	-0.0936440795236329
HMGN2P17	0.0342009450961479	-0.125483290468688	0.333566907400927	0.222981214875675	-0.15841745498485
GPR157	0.0938485319868998	0.152094220512887	-0.0245509389478422	-0.286098986024833	0.0851265498221196
RP3-510D11.2	0.279808505154355	-0.259448887822779	0.395839143493471	0.480153648617498	-0.444719879751661
H6PD	0.174533733118261	0.106309782184441	0.0702466040168619	-0.227406952197163	-0.183162103037702
SPSB1	0.101440516021204	-0.109199256694163	-0.202336707868258	-0.382673681974641	-0.135750440968428
SLC25A33	0.0792536430840894	-0.123009617686437	-0.129900035299128	0.156346439826105	0.247122870267469
TMEM201	0.19855308844557	0.116114526524296	-0.308380730283425	-0.114555865054594	-0.00226574375664668
PIK3CD	0.174310548546666	0.0162141038015637	-0.318777771622428	-0.151838220394948	-0.135933446363162
CLSTN1	0.0594868961895116	0.0633576840264487	-0.0127192392149329	-0.190974656759269	-0.066120647944528
CTNNBIP1	0.071839187124037	-0.084435082063806	-0.0889994732038532	-0.163879590517505	-0.141840730054357
RP11-84A14.5	0.30792220063842	0.207995180319019	-0.443277086491883	-0.536598846348435	0.116627530050476
LZIC	0.132618175774654	-0.00685401064194568	-0.0297474046729538	0.0674980126807139	0.04803405300839
NMNAT1	0.012018293469754	-0.205665656526383	-0.00948406177167804	-0.0591365359483884	-0.0211642157468088
RP11-807G9.2	0.134556328032151	0.172159317320892	-0.134603754076334	-1.05111691241064	0.0865170104915439
RBP7	-0.0723282340408555	-0.374561950982832	-0.0120819666256211	-0.0520836757765257	0.0341201737057748
UBE4B	0.0855182585514049	0.150393246633485	-0.137466479100273	-0.0565577977166623	-0.0633954808984822
KIF1B	0.0700399272050967	0.239698612961423	0.00602966041041308	0.123177612474868	-0.0494720547412996
RN7SL731P	0.195008972273276	-0.0641243202846957	0.223516807561226	0.344981844303233	-0.252799955564066
PGD	0.00161751575385027	-0.0125360233002407	-0.0573999839989261	0.0202033688993919	-0.0225503652815915
APITD1-CORT	-0.0175695237327131	-0.27257636982205	-0.0984912856246301	0.0767387190284331	0.120072582044172
APITD1	0.00705488003770527	-0.125951091869832	-0.0767091832153346	0.0782288479229303	0.0680943426249623
DFFA	0.0547110731234497	0.0578061514557295	-0.142325701533509	0.108200384291735	0.0187296016813909
RP5-1113E3.3	0.279388342980101	-0.0576329990391604	-0.171238447371796	-0.0570850569128858	0.0239779973147043
PEX14	0.011071014231395	-0.105693735842032	-0.105289501521181	-0.0134819048312327	-0.0344249570524586
CASZ1	-0.111159918074553	0.116883967396611	-0.0201612655135626	-0.133368308682093	-0.160831879404655
RP4-734G22.3	-0.128009362684104	0.236341843872698	-0.236856288273812	-0.00951764815600642	-0.145989667429425
TARDBP	0.0233183133043071	-0.0421502463232444	-0.0744445972375893	0.0224680746577448	0.0421701947037065
TARDBP	0.0274614289326305	0.0851949291037348	-0.092543986665854	-0.0691069886556761	0.0175739717462662
MASP2	0.386858700073454	0.22626676599634	-0.228189934597224	-0.458983265470191	-0.393838223542667
RP4-635E18.8	0.256982046298042	-0.643850822466026	-0.194144911527005	-0.269448560469894	-0.242367427885835
SRM	0.0132126044015308	-0.135094284669941	-0.163725731350551	0.0902178790256163	-0.0356697550536653
EXOSC10	0.0273549181477426	0.0306695884555479	-0.07445559731958	0.106562835549867	-0.0271153836076232
RP4-635E18.7	0.247585206201341	-0.0171219196732938	-0.130970556800835	-0.0915163042529307	0.0077940630925093
RP4-635E18.6	-0.584563598211495	-0.0171087572696927	0.0621211054611876	-0.146039649256297	-0.4519215738156
MTOR	0.142245134161266	0.302276104230934	-0.0354619952858859	-0.0434826123397922	-0.0425984892666706
UBIAD1	0.0164853393612964	-0.0396557840867819	-0.104739754594243	0.0154916638796322	-0.0260387138605329
PTCHD2	0.0363208248809528	0.845896605948175	-0.434133289162552	0.202271611319318	-0.363491923926309
RP1-69M21.2	-0.529815290915202	-0.0565577524619534	-0.376754880528457	0.64947351352691	-0.227174027954063
FBXO2	0.0482219359584946	-0.288689039512568	0.0844399549860313	-0.000555415797288461	0.170124569985168
FBXO44	0.187507470337967	-0.123378554166034	-0.185036224822764	0.247352709797086	-0.0989959944535357
FBXO6	0.0233901018499811	-0.498261040076256	-0.0774323326511841	0.133800774876141	0.00955525984677308
MAD2L2	0.147688486931018	-0.248003531741893	-0.103880423443226	-0.0232671655711529	-0.0749621371742668
DRAXIN	-0.27530740778434	-0.169693051771715	0.350244731002125	-0.505471681528951	-0.00268970472500563
AGTRAP	0.0980752299958518	-0.271168643818889	0.0177961636422452	-0.203984833839145	-0.105368540258267
C1orf167	-0.130004817791641	0.417466080958738	0.329740225500506	-0.37548779341778	-0.0304782045994578
MTHFR	0.0979664217834909	0.150302189139635	0.0863180487150397	-0.16330147341202	-0.103939837521873
CLCN6	0.190118417448051	0.269385918707196	-0.121779449327443	-0.175604644782466	0.0674850505318662
NPPA-AS1	0.392180383972324	0.220398928865449	-0.224253932724998	-0.20256758745021	-0.074267693500945
NPPA	0.0031696288097498	0.53317242768377	-0.398780100402701	-0.0594028374350393	-0.0975999104625862
KIAA2013	0.0603544439895924	-0.094759571534377	-0.0960511198089367	-0.0940411375559949	0.0279515827114967
PLOD1	0.0624423565486198	-0.15943661198826	-0.00505064692197088	-0.127989518008646	-0.101851276063225
MFN2	0.016266063077365	0.0765397178242493	-0.0500985802347333	0.0310614671841503	-0.00172361706241286
MIIP	0.105929149777046	-0.0583310204509395	-0.260528222048653	-0.013551076940558	-0.0914581811214754
TNFRSF8	0.0134498326189489	0.686240961106904	-0.378286289573385	0.498724757700493	0.230777940549318
TNFRSF1B	0.150277439816282	-0.208054534494623	0.0462561935623325	-0.164695059808095	0.0728467963148218
VPS13D	0.1379419140763	0.27322337472309	0.0635343734767685	-0.137209514261075	-0.0995069222852471
DHRS3	0.133323970811563	-0.388727001748528	0.249658832724284	-0.699511442383334	-0.324034173828991
PRDM2	0.0971820959898678	0.295582303103463	-0.0532042582301935	-0.133586333239063	0.0900296474051209
TMEM51	-0.0525288812973836	0.022644668767764	-0.294672490201141	0.101858173304452	0.159920459788737
EFHD2	0.162696388219171	-0.0803640026434138	-0.234360870898862	-0.0907969802423212	-0.00944158299187059
CASP9	0.16179288626359	0.056366832343139	0.0435156931821072	-0.0771627751660742	-0.146200008011877
DNAJC16	0.102749688011815	0.161503019983068	-0.116660952863482	-0.135881783117785	0.0341955848220939
AGMAT	-0.248337955343083	0.17790232251993	-0.442222529115956	0.179921773207829	-0.0255800263742075
CHCHD2P6	-0.200373453140785	-0.317471571680313	-0.207891383321523	-0.162929217466024	-0.0868452827433885
DDI2	0.138233197755204	0.360673197663976	-0.101111943941764	0.0382234352535626	0.00263472494817868
RSC1A1	0.0835068953023208	0.41165727438574	-0.0927557875157972	0.0945196556933012	0.255625718666335
PLEKHM2	0.0776860468651281	0.149175938005266	-0.156759269986311	-0.136580269131475	0.00160674894902701
RP11-288I21.1	0.00451302076326321	0.286519240774315	-0.253254831483372	-0.443840037873348	-0.159488502224702
SLC25A34	0.466168617283385	-0.114656358849298	-0.267355573925017	-0.392151753634832	-0.19419829228518
RP11-169K16.4	0.379070054011024	-0.121017907029847	-0.27891463125613	-0.254049572741504	-0.231370016494448
TMEM82	0.262330143499056	-0.215809430911228	-0.86364441883665	-0.799632002086486	-0.419410728158683
FBLIM1	0.078879783414818	-0.0133011699844712	-0.0370770852914255	-0.273676941683465	0.0414075693476548
RP11-169K16.6	0.311528011682773	0.324304732435217	-0.31846872382641	-0.725352195205339	1.04117050958609
UQCRHL	-0.0238546042940815	-0.157166824735312	-0.096378378083028	-0.0894549672899216	-0.012161601775986
RP11-169K16.8	0.359838312309868	-0.176459611157321	-0.427463687475491	-0.51646623719631	-0.504065979505079
FLJ37453	0.0940950105415905	-0.39276054245404	0.0937182738688853	-0.221506689150442	-0.0840494067562623
SPEN	0.140327998869746	0.443900378493018	-0.0333758184072996	-0.0434870366446805	-0.0239709052309773
ZBTB17	0.0596235019466698	-0.0969838887013212	-0.0150976480905138	-0.185815646398607	-0.116956583842243
EPHA2	0.0870751302588726	0.145395473872529	-0.130053135759254	-0.102477937025424	-0.0445689030420562
ARHGEF19	0.181667969352993	-0.181242015055803	-0.198489146073867	0.00126867585795531	-0.0389659940556705
RSG1	0.600414150129908	-0.394740387307267	-0.0893528209561041	-0.317427244273259	0.0729944961232378
FBXO42	0.0909105317343737	-0.133097847949505	-0.0966855439928059	0.02865009387805	-0.104449675504988
SZRD1	0.0308697992341322	-0.0708856847055586	-0.0679777023083066	-0.0723211417181933	0.0666119013579518
RP11-430L17.1	0.0660963589712353	0.0782954377829085	-0.0601515569264139	-0.622166020418394	0.0276067201881319
SPATA21	0.0870184070337232	-0.113138151561702	-0.0386510677569156	-0.0338389313347349	0.106208499175681
NECAP2	0.100523029758241	-0.162737623477232	-0.0193276416764219	-0.113758426487856	-0.0641299686544539
RP4-798A10.2	0.291745551965685	0.485844136387032	-0.197384747025236	-0.0758736256400172	0.240290955373759
CROCCP3	0.446247480555443	0.380414269668087	-0.151361594401964	-0.418623312449197	-0.0405354191472505
NBPF1	-0.0372708987792847	0.12977334429853	-0.111068173134169	-0.106627453908175	0.115090678120118
CROCCP2	0.294257171188387	0.017812281401274	-0.198983671084856	-0.2335386835382	-0.0621272525035752
EIF1AXP1	0.191871510203117	0.0906269673670761	-0.0829111908460671	0.0479117052721811	0.0730269002005142
CROCC	0.14495870142527	0.166731195317732	-0.147900831937549	-0.185518692609624	-0.256129467456117
RP11-108M9.4	-1.04885194461747	-0.112725234511576	0.235955828069799	0.187114351572623	0.124246575763135
RP11-108M9.5	-0.180536329168959	0.28403165713395	0.390600430699352	0.304296599172539	-0.148159438248778
MFAP2	0.223760162509171	-0.44193185211158	0.166866001041312	-0.117043445814845	-0.0968955377666371
RP1-37C10.3	-0.247115736398069	-0.0517346090799484	-0.218434619908693	-0.180508155208939	-0.0379273231165399
ATP13A2	0.0734533394039989	0.0363397060935227	-0.130121123160773	-0.159985369111511	-0.0712705162543927
SDHB	0.0512108822756425	-0.147030621188755	-0.0727754627052968	0.102739803097039	-0.0152279698238953
RP1-20B21.4	0.0155890949254482	-0.337607022520321	0.0222420139733961	-0.414543995444591	0.101674477283797
RCC2	0.0731662706248697	-0.0179009164948383	-0.0986031217999788	-0.19024586424617	0.0633931036711539
RP13-279N23.2	0.0104180711431132	0.376509199926639	0.139358755115058	0.0248366513433537	0.00926907255685017
